,height,weight,games_played,games_started,min_per,field_goal,field_attmps,field_pct,two_pointer,two_pattamps,two_pct,three_ptrs,three_pattmp,three_pct,free_throws,free_attmps,free_pct,assists,steals,blocks,points,off_reb,def_reb,total_reb,turnovers,drafted,position_Center,position_Forward,position_Guard
28573,83,250,39,39,21.1,3.7,6.6,0.5660000000000001,3.7,6.4,0.5770000000000001,0.1,0.2,0.5660000000000001,2.8,3.4,0.813,1.1,0.5,2.3,10.3,2.4,4.3,6.7,1.4,1,0,1,0
28728,78,205,134,126,32.1,6.0,12.4,0.48,5.2,10.0,0.522,0.8,2.5,0.48,3.9,6.1,0.636,1.6,0.8,0.2,16.5,2.3,3.4,5.7,1.7,1,0,0,1
28749,77,225,87,69,28.9,5.0,9.6,0.526,5.0,9.5,0.527,0.0,0.0,0.526,3.3,4.7,0.711,2.0,1.3,0.3,13.4,3.1,5.1,8.2,2.2,1,0,1,0
28774,82,249,127,73,25.5,4.2,8.2,0.518,4.2,8.0,0.524,0.0,0.1,0.518,5.1,7.1,0.715,1.0,0.5,1.4,13.6,2.1,4.7,6.8,2.1,1,0,1,0
28797,79,210,101,94,32.8,5.3,10.6,0.502,4.8,9.1,0.525,0.5,1.5,0.502,3.8,5.0,0.758,4.1,1.6,0.7,15.0,1.5,5.3,6.8,3.5,1,0,0,1
28816,83,240,34,7,22.2,3.4,7.6,0.455,2.9,5.7,0.513,0.5,1.8,0.455,2.8,3.3,0.8390000000000001,0.6,0.3,2.6,10.1,1.3,5.2,6.5,1.4,1,0,1,0
28898,79,204,131,121,31.5,6.0,12.1,0.4970000000000001,5.2,9.8,0.53,0.8,2.2,0.4970000000000001,2.0,3.0,0.672,2.1,1.2,0.7,14.8,1.2,3.1,4.3,2.1,1,0,1,0
28909,82,240,103,67,27.2,3.3,7.0,0.472,3.2,6.6,0.485,0.1,0.4,0.472,1.6,2.5,0.649,1.5,0.8,2.8,8.4,2.5,3.8,6.3,1.5,1,1,0,0
28929,69,155,72,35,30.1,3.6,8.4,0.4270000000000001,2.4,5.1,0.462,1.2,3.3,0.4270000000000001,2.9,3.4,0.846,5.3,1.2,0.1,11.3,0.5,1.9,2.4,1.5,1,0,0,1
28981,81,210,100,67,26.5,4.6,10.2,0.45,3.2,6.6,0.486,1.4,3.6,0.45,2.5,3.1,0.795,1.2,0.8,1.8,13.0,1.5,4.3,5.8,1.0,1,0,1,0
28987,75,205,141,140,32.3,4.7,10.3,0.454,3.4,6.8,0.508,1.2,3.5,0.454,3.3,4.2,0.782,3.0,1.1,0.7,13.8,1.2,3.8,5.0,2.4,1,0,0,1
29002,77,220,144,116,29.0,4.0,9.1,0.442,2.2,4.6,0.476,1.8,4.5,0.442,1.5,2.0,0.779,4.4,0.9,0.3,11.4,1.1,4.8,5.9,2.2,1,0,0,1
29097,72,195,141,102,26.8,3.3,7.7,0.426,2.3,5.1,0.447,1.0,2.6,0.426,2.6,3.3,0.805,4.5,1.6,0.1,10.2,0.6,2.7,3.3,1.5,1,0,0,1
29105,81,230,141,119,25.5,3.9,6.6,0.589,3.9,6.6,0.591,0.0,0.0,0.589,2.2,3.6,0.595,0.6,0.5,4.0,10.0,2.5,5.3,7.8,1.4,1,0,1,0
29113,78,200,136,123,33.6,5.5,13.0,0.425,3.8,7.9,0.487,1.7,5.1,0.425,3.2,3.9,0.828,5.7,1.4,0.3,16.0,1.0,3.8,4.8,3.3,1,0,0,1
29132,78,210,23,23,32.3,6.3,14.3,0.439,3.9,8.1,0.481,2.3,6.1,0.439,3.0,4.3,0.6940000000000001,1.6,0.8,0.3,17.8,0.6,4.2,4.8,2.2,1,0,0,1
29234,83,240,63,35,22.3,4.3,8.3,0.518,3.9,7.4,0.534,0.4,1.0,0.518,2.2,3.2,0.6809999999999999,1.0,0.4,1.7,11.2,2.2,4.6,6.7,1.7,1,0,1,0
29288,82,240,30,29,26.5,3.8,7.2,0.523,3.2,6.1,0.53,0.5,1.1,0.523,3.2,4.5,0.716,0.6,0.9,1.4,11.3,2.4,6.6,9.0,2.1,1,0,1,0
29308,82,220,63,62,30.6,5.4,9.7,0.5579999999999999,5.4,9.5,0.569,0.0,0.2,0.5579999999999999,2.4,4.7,0.512,2.1,1.2,1.1,13.2,3.1,6.3,9.5,2.8,1,0,1,0
29313,82,220,87,67,27.7,4.2,8.3,0.509,3.8,6.9,0.551,0.4,1.4,0.509,2.2,2.9,0.746,1.1,0.5,1.1,11.1,2.4,5.5,8.0,1.5,1,0,1,0
29346,76,212,65,65,30.7,7.3,14.8,0.494,6.8,13.3,0.512,0.5,1.5,0.494,4.6,6.2,0.745,3.9,2.3,1.2,19.7,2.2,4.3,6.5,3.1,1,0,0,1
29358,77,210,61,22,21.6,3.5,8.7,0.405,1.7,3.8,0.457,1.8,4.9,0.405,1.3,1.9,0.669,1.4,0.9,0.2,10.1,0.4,1.8,2.2,1.4,1,0,0,1
29365,74,200,36,35,31.8,7.4,18.0,0.41,5.5,12.2,0.453,1.8,5.8,0.41,4.6,6.4,0.722,3.6,1.2,0.6,21.2,0.5,2.0,2.5,2.9,1,0,0,1
29379,76,215,71,0,20.4,3.5,7.7,0.453,2.5,4.9,0.513,1.0,2.8,0.453,1.8,2.3,0.753,2.0,1.5,0.2,9.7,0.4,1.5,1.9,1.1,1,0,0,1
29380,76,177,24,7,16.0,0.9,2.6,0.349,0.9,2.1,0.44,0.0,0.5,0.349,1.4,2.0,0.7020000000000001,1.9,1.2,0.0,3.2,0.9,1.8,2.7,1.3,1,0,0,1
29466,73,172,111,77,32.9,5.2,12.2,0.428,4.1,8.7,0.469,1.1,3.5,0.428,4.5,5.8,0.7829999999999999,4.1,1.7,0.3,16.1,1.0,3.4,4.4,2.3,1,0,0,1
29509,76,195,37,37,34.8,5.5,11.8,0.461,4.5,8.8,0.509,1.0,3.1,0.461,4.7,6.3,0.754,6.5,1.8,0.5,16.6,0.8,3.5,4.3,4.0,1,0,0,1
29574,78,205,92,90,30.7,4.4,9.7,0.454,2.3,4.5,0.521,2.1,5.3,0.454,3.2,4.1,0.7959999999999999,3.0,1.4,0.3,14.1,0.6,3.9,4.4,2.8,1,0,1,0
29604,72,185,127,125,31.9,3.4,8.4,0.404,1.6,3.8,0.409,1.8,4.6,0.404,2.9,3.5,0.8370000000000001,3.9,1.1,0.0,11.6,0.4,4.0,4.4,1.8,1,0,0,1
29654,70,175,131,128,33.0,4.5,11.1,0.402,2.8,6.5,0.44,1.6,4.7,0.402,3.5,4.4,0.784,4.2,1.6,0.1,14.1,0.5,2.1,2.5,2.8,1,0,0,1
29703,80,233,70,49,31.2,7.5,13.6,0.555,6.9,11.5,0.598,0.6,2.0,0.555,2.8,4.3,0.654,1.0,1.5,0.5,18.5,2.7,3.0,5.7,1.7,1,0,1,0
29705,76,199,57,53,31.7,4.9,10.6,0.459,3.2,5.8,0.55,1.7,4.9,0.459,3.8,4.8,0.7879999999999999,3.5,1.1,0.1,15.2,0.6,2.1,2.6,2.8,1,0,0,1
29707,81,219,135,119,31.0,5.7,10.6,0.536,5.6,10.3,0.544,0.1,0.3,0.536,3.9,5.9,0.659,1.5,1.0,0.9,15.4,2.9,4.7,7.6,2.3,1,0,1,0
29735,74,195,73,73,31.0,4.7,10.7,0.442,3.5,7.4,0.473,1.3,3.4,0.442,3.7,4.9,0.754,3.5,1.5,0.1,14.4,1.0,2.3,3.2,3.4,1,0,0,1
29827,83,258,106,67,23.1,2.3,4.4,0.536,2.3,4.4,0.536,0.0,0.0,0.536,1.3,2.4,0.542,0.6,0.9,2.5,6.0,2.2,3.6,5.8,1.3,1,1,0,0
29850,74,180,119,118,34.1,3.6,8.4,0.4320000000000001,2.2,4.8,0.458,1.4,3.5,0.4320000000000001,3.4,4.3,0.777,4.8,1.7,0.1,12.0,0.6,3.1,3.7,2.7,1,0,0,1
29862,79,255,63,8,14.6,1.6,2.6,0.594,1.6,2.6,0.594,0.0,0.0,0.594,1.0,1.7,0.575,0.2,0.2,0.9,4.1,1.4,2.5,3.9,0.7,1,1,0,0
29924,74,185,95,56,25.9,4.0,9.7,0.412,3.0,6.3,0.478,1.0,3.4,0.412,3.6,4.2,0.848,3.4,0.9,0.0,12.5,0.5,2.2,2.7,2.3,1,0,0,1
29925,82,230,130,78,21.8,2.7,5.8,0.473,2.3,4.7,0.485,0.5,1.1,0.473,0.9,1.3,0.736,0.7,0.5,0.2,6.8,1.5,2.8,4.3,0.9,1,0,1,0
29926,82,230,128,84,22.2,3.3,6.6,0.504,3.2,6.2,0.511,0.2,0.4,0.504,1.4,1.8,0.7979999999999999,0.7,0.6,0.7,8.2,1.6,2.5,4.1,0.9,1,0,1,0
29957,78,201,121,103,29.8,3.3,7.2,0.464,3.0,5.9,0.505,0.4,1.3,0.464,2.6,3.6,0.716,3.8,1.6,0.8,9.6,1.3,3.4,4.7,2.6,1,0,0,1
29989,74,165,127,65,23.3,2.3,5.5,0.426,2.0,4.3,0.466,0.3,1.1,0.426,1.8,2.4,0.769,3.0,2.9,0.2,6.8,0.8,2.5,3.3,1.5,1,0,0,1
30013,78,203,69,66,31.2,5.2,11.0,0.473,3.8,7.3,0.527,1.3,3.7,0.473,1.6,2.1,0.767,2.3,1.3,0.3,13.3,1.6,3.0,4.6,2.7,1,0,1,0
30116,76,180,89,56,26.8,5.1,10.3,0.489,3.8,7.0,0.544,1.3,3.4,0.489,2.5,3.0,0.831,3.0,1.4,0.2,13.9,1.0,3.2,4.2,2.0,1,0,0,1
30127,77,210,103,21,13.9,1.1,2.4,0.47,1.0,1.9,0.518,0.1,0.5,0.47,0.8,1.2,0.6779999999999999,0.8,1.2,0.2,3.2,0.7,1.5,2.3,0.9,1,0,0,1
30141,75,187,75,35,21.9,3.1,6.6,0.464,2.6,5.3,0.491,0.5,1.3,0.464,1.7,2.4,0.685,2.5,1.0,0.1,8.3,0.9,1.5,2.4,1.6,1,0,0,1
30163,82,260,22,3,13.0,2.2,6.3,0.348,2.2,6.2,0.35,0.0,0.0,0.348,1.4,2.1,0.66,0.6,0.3,0.4,5.8,1.0,1.4,2.5,1.1,1,1,0,0
30227,81,251,99,97,30.6,5.5,9.8,0.562,5.5,9.8,0.563,0.0,0.0,0.562,3.5,5.1,0.69,0.9,0.7,2.0,14.6,2.4,5.1,7.6,1.7,1,0,1,0
30234,77,193,34,32,32.8,6.0,11.9,0.507,4.4,7.6,0.569,1.7,4.2,0.507,4.4,5.4,0.813,4.4,1.2,1.4,18.1,1.0,3.1,4.1,2.4,1,0,0,1
30257,79,200,123,87,27.1,3.5,7.8,0.444,2.5,4.9,0.508,1.0,2.9,0.444,2.4,3.0,0.784,2.6,1.0,0.6,10.3,1.0,3.2,4.2,2.0,1,0,1,0
30258,74,226,113,62,19.4,3.2,6.2,0.506,3.1,6.1,0.512,0.0,0.1,0.506,1.3,2.1,0.608,0.7,0.3,1.0,7.6,1.8,3.0,4.8,1.4,1,0,0,1
30291,80,204,139,94,24.6,3.4,6.8,0.494,2.9,5.3,0.542,0.5,1.5,0.494,2.9,3.6,0.799,0.7,0.7,0.8,10.1,1.8,3.2,5.1,1.6,1,0,1,0
30298,81,238,28,26,30.9,6.7,13.8,0.487,5.5,10.4,0.5329999999999999,1.2,3.4,0.487,4.1,5.7,0.713,1.5,1.2,0.7,18.7,1.8,4.7,6.5,2.9,1,0,1,0
30303,80,270,34,33,31.5,5.1,9.6,0.534,5.0,9.3,0.541,0.1,0.4,0.534,3.0,6.0,0.498,5.0,1.2,0.9,13.4,2.5,6.8,9.3,3.8,1,0,1,0
30326,76,210,56,52,30.5,5.1,13.6,0.375,3.0,7.8,0.387,2.1,5.8,0.375,3.5,4.6,0.757,4.5,1.3,1.1,15.8,0.7,3.0,3.7,3.4,1,0,0,1
30339,84,235,34,23,26.1,4.9,9.4,0.524,4.8,9.2,0.522,0.1,0.1,0.524,3.2,5.5,0.588,0.3,0.6,5.4,13.1,2.7,6.2,8.9,1.9,1,1,0,0
30367,83,250,114,74,22.6,3.6,7.1,0.515,3.6,6.7,0.5379999999999999,0.1,0.4,0.515,2.4,3.2,0.76,0.7,0.5,1.1,9.8,2.0,4.5,6.5,1.3,1,1,0,0
30397,80,200,35,35,32.8,5.4,12.1,0.448,4.2,8.5,0.493,1.2,3.6,0.448,5.0,6.5,0.775,1.5,1.2,1.0,17.1,2.2,3.7,5.9,2.3,1,0,0,1
30426,77,195,131,83,28.5,4.9,11.3,0.433,2.6,5.4,0.481,2.3,5.9,0.433,2.3,2.7,0.84,1.6,0.9,0.7,14.4,0.8,2.5,3.4,1.4,1,0,0,1
30427,82,221,70,27,16.6,3.2,6.2,0.52,3.2,6.1,0.522,0.0,0.0,0.52,1.5,2.6,0.589,1.0,0.5,1.0,7.9,1.8,3.0,4.7,1.0,1,1,0,0
30447,79,205,56,0,9.9,0.9,1.7,0.505,0.8,1.6,0.517,0.1,0.1,0.505,0.6,1.1,0.5,0.3,0.2,0.5,2.3,0.7,1.8,2.4,0.6,1,0,1,0
30448,79,220,54,34,22.7,5.1,7.9,0.638,5.0,7.8,0.638,0.1,0.1,0.638,3.0,3.6,0.8270000000000001,1.5,0.5,1.8,13.2,1.8,4.1,5.9,2.5,1,0,1,0
30523,75,177,29,0,2.0,0.3,0.7,0.429,0.2,0.4,0.5,0.1,0.3,0.429,0.2,0.3,0.75,0.1,0.1,0.0,0.9,0.0,0.3,0.4,0.0,1,0,0,1
30524,80,265,112,102,27.0,5.7,11.6,0.4920000000000001,5.7,11.5,0.493,0.0,0.0,0.4920000000000001,4.1,5.8,0.706,1.0,1.0,1.9,15.5,3.6,6.4,10.0,1.8,1,1,0,0
30573,77,224,128,65,21.5,2.5,5.3,0.463,1.9,3.6,0.536,0.5,1.7,0.463,0.6,0.9,0.732,1.3,0.6,0.4,6.1,0.9,1.7,2.6,1.0,1,0,0,1
30574,74,240,31,0,9.6,0.9,2.0,0.435,0.9,2.0,0.443,0.0,0.0,0.435,0.6,1.2,0.5,1.0,0.3,0.0,2.4,0.7,2.0,2.7,0.9,1,0,0,1
30633,75,210,101,98,31.7,4.0,9.4,0.422,2.3,5.1,0.464,1.6,4.3,0.422,1.5,2.1,0.685,5.9,1.1,0.2,11.0,0.4,2.9,3.3,2.4,1,0,0,1
30634,80,235,69,68,29.2,5.6,9.6,0.586,5.0,8.3,0.598,0.7,1.3,0.586,5.9,8.2,0.7190000000000001,0.9,0.8,0.7,17.8,2.5,5.2,7.7,2.3,1,0,1,0
30635,78,270,106,77,19.4,2.4,4.5,0.524,2.0,3.4,0.578,0.4,1.1,0.524,2.6,3.5,0.745,0.8,0.4,0.3,7.7,1.5,2.5,4.0,1.3,1,0,1,0
30661,76,180,68,46,24.9,3.4,7.6,0.454,2.4,4.6,0.524,1.0,2.9,0.454,3.2,4.4,0.7190000000000001,2.2,1.0,0.1,11.1,0.8,2.3,3.1,1.9,1,0,0,1
30673,78,175,61,50,28.9,3.1,8.2,0.3720000000000001,1.5,3.3,0.453,1.6,4.9,0.3720000000000001,0.6,0.8,0.725,1.4,0.6,0.3,8.3,0.3,2.1,2.4,1.0,1,0,0,1
30722,81,218,128,105,27.0,4.6,9.5,0.487,3.6,6.7,0.544,1.0,2.8,0.487,2.5,3.5,0.7240000000000001,1.5,0.7,0.7,12.7,1.8,3.0,4.8,1.6,1,0,1,0
30750,82,260,66,64,28.6,5.1,9.7,0.528,5.1,9.7,0.528,0.0,0.0,0.528,3.0,5.3,0.5589999999999999,0.4,0.7,1.2,13.2,3.3,6.9,10.2,1.3,1,0,1,0
30751,78,202,114,95,29.7,4.4,11.0,0.404,3.2,6.8,0.468,1.3,4.2,0.404,3.1,4.1,0.746,1.1,1.0,0.5,13.2,1.6,3.2,4.8,2.2,1,0,0,1
30752,76,185,9,0,6.7,0.1,1.4,0.077,0.1,0.3,0.333,0.0,1.1,0.077,0.2,0.2,1.0,0.3,0.3,0.1,0.4,0.3,1.2,1.6,0.3,1,0,0,1
30759,82,225,58,56,26.9,3.8,7.0,0.5379999999999999,3.8,7.0,0.54,0.0,0.0,0.5379999999999999,2.5,4.4,0.574,0.6,0.4,4.2,10.1,3.4,5.4,8.7,2.2,1,1,0,0
30760,82,245,56,9,15.8,1.6,3.5,0.454,1.6,3.5,0.454,0.0,0.0,0.454,0.9,1.7,0.5589999999999999,0.5,0.1,0.2,4.1,1.4,2.1,3.6,0.9,1,0,1,0
30761,78,200,83,20,17.8,2.5,4.9,0.506,2.5,4.8,0.509,0.0,0.0,0.506,0.7,1.3,0.547,0.8,1.1,0.8,5.6,1.4,2.0,3.4,1.0,1,0,1,0
30762,76,218,59,3,11.8,1.2,2.2,0.515,1.0,1.9,0.555,0.1,0.4,0.515,0.4,0.6,0.722,0.4,0.4,0.2,2.9,1.0,1.5,2.5,0.3,1,0,0,1
30812,79,205,63,54,30.8,5.6,11.9,0.475,4.8,9.5,0.504,0.8,2.4,0.475,2.6,3.7,0.71,2.0,1.0,0.7,14.7,2.0,3.7,5.6,2.2,1,0,1,0
30813,75,220,58,52,31.9,3.3,7.2,0.46,3.0,6.1,0.4920000000000001,0.3,1.1,0.46,1.9,3.2,0.574,2.7,1.7,0.2,8.8,1.9,3.4,5.3,3.0,1,0,0,1
30814,70,165,22,13,23.4,2.4,6.5,0.368,1.7,4.0,0.4270000000000001,0.7,2.5,0.368,1.8,2.7,0.6779999999999999,3.3,1.5,0.0,7.3,0.4,1.8,2.2,2.6,1,0,0,1
30815,75,205,70,51,27.9,2.9,7.2,0.402,2.1,5.2,0.413,0.8,2.1,0.402,2.4,3.0,0.7909999999999999,7.3,1.0,0.2,9.0,0.7,2.6,3.2,3.2,1,0,0,1
30820,81,230,36,0,22.2,3.5,6.9,0.506,2.9,5.6,0.522,0.5,1.2,0.506,3.8,4.5,0.847,0.7,1.1,0.5,11.3,1.8,4.8,6.6,1.6,1,0,1,0
30821,78,215,55,11,16.4,2.1,4.1,0.52,2.1,3.8,0.541,0.1,0.3,0.52,1.0,1.6,0.644,0.5,0.5,0.6,5.4,1.5,2.5,4.0,0.9,1,0,1,0
30822,80,245,70,37,19.6,2.9,5.9,0.496,2.9,5.8,0.502,0.0,0.1,0.496,1.2,1.9,0.614,0.3,0.4,0.7,7.0,1.7,2.5,4.2,1.4,1,1,0,0
30824,77,220,124,56,25.1,2.9,7.7,0.382,0.7,1.7,0.424,2.2,6.0,0.382,0.8,1.1,0.772,1.1,0.5,0.0,8.9,0.4,2.4,2.7,1.0,1,0,0,1
30825,73,195,19,1,1.8,0.1,0.1,0.5,0.1,0.1,0.5,0.0,0.0,0.5,0.1,0.1,0.5,0.1,0.0,0.0,0.2,0.1,0.2,0.3,0.2,1,0,0,1
30826,78,212,113,65,22.1,2.9,5.6,0.529,2.9,5.5,0.534,0.0,0.1,0.529,2.8,3.9,0.71,1.3,0.5,0.5,8.7,1.6,2.9,4.4,1.9,1,0,1,0
30841,73,185,64,64,33.7,4.4,10.9,0.405,3.0,6.1,0.4920000000000001,1.4,4.8,0.405,2.8,3.4,0.847,4.2,1.5,0.1,13.1,1.0,2.9,3.9,3.0,1,0,0,1
30842,73,195,118,30,17.0,0.9,2.7,0.35,0.5,1.3,0.417,0.4,1.4,0.35,0.9,1.2,0.701,0.8,0.5,0.0,3.1,0.2,0.8,1.0,0.9,1,0,0,1
30876,78,195,112,105,33.8,8.3,16.7,0.498,6.6,10.9,0.602,1.8,5.8,0.498,4.4,6.3,0.703,3.4,1.6,0.3,22.8,2.5,4.8,7.3,2.7,1,0,1,0
30878,74,180,21,0,5.1,0.3,1.0,0.333,0.2,0.4,0.444,0.1,0.6,0.333,0.0,0.1,0.0,0.3,0.3,0.0,0.8,0.1,0.4,0.5,0.8,1,0,0,1
30879,69,175,7,0,1.7,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
30897,82,235,69,15,20.5,2.0,3.5,0.5770000000000001,2.0,3.5,0.5770000000000001,0.0,0.0,0.5770000000000001,1.5,2.4,0.605,0.6,0.6,2.8,5.5,1.6,2.6,4.2,1.2,1,0,1,0
30902,81,225,36,34,27.8,4.3,10.4,0.416,3.0,6.1,0.489,1.3,4.3,0.416,3.2,4.0,0.7859999999999999,1.9,1.4,1.4,13.2,1.7,4.4,6.2,2.3,1,0,1,0
30903,81,250,139,128,28.1,4.9,8.6,0.5720000000000001,4.9,8.6,0.574,0.0,0.1,0.5720000000000001,4.0,5.7,0.6940000000000001,0.9,1.2,3.0,13.9,3.2,5.9,9.1,2.3,1,0,1,0
30920,78,220,140,127,32.2,4.1,10.3,0.4,2.7,6.0,0.457,1.4,4.4,0.4,1.5,2.6,0.589,3.9,1.5,0.6,11.2,1.5,5.5,6.9,2.4,1,0,1,0
30921,77,221,125,84,23.4,2.6,6.9,0.38,2.2,5.3,0.409,0.4,1.6,0.38,2.1,3.0,0.7120000000000001,1.8,0.7,0.2,7.8,0.8,3.1,3.9,2.0,1,0,0,1
30936,79,206,99,94,25.1,4.2,8.0,0.522,3.8,6.8,0.557,0.4,1.2,0.522,2.6,3.6,0.705,1.6,1.0,0.6,11.3,1.7,4.2,5.9,2.2,1,0,1,0
31047,81,220,69,36,19.4,2.8,5.3,0.525,2.1,3.3,0.619,0.7,2.0,0.525,0.8,1.0,0.8170000000000001,0.8,0.4,1.0,7.1,0.9,2.4,3.3,0.8,1,0,1,0
31081,79,230,127,66,24.1,3.1,7.1,0.4370000000000001,2.4,5.1,0.478,0.7,2.0,0.4370000000000001,1.5,2.2,0.708,1.6,0.6,0.8,8.5,1.5,3.1,4.6,1.4,1,0,1,0
31153,82,240,147,83,23.8,4.7,9.6,0.487,3.0,5.7,0.53,1.7,4.0,0.487,1.9,2.3,0.8240000000000001,1.3,0.3,0.6,13.0,1.2,3.4,4.6,1.3,1,0,1,0
31188,78,225,39,39,29.1,4.4,9.1,0.486,3.3,6.3,0.516,1.2,2.8,0.486,2.6,4.0,0.6409999999999999,2.1,1.3,0.9,12.6,1.3,5.2,6.5,1.8,1,0,1,0
31245,84,235,117,76,19.8,2.8,4.9,0.568,2.8,4.9,0.5670000000000001,0.0,0.0,0.568,2.4,3.3,0.726,0.6,0.5,2.7,8.0,1.6,3.8,5.4,1.2,1,1,0,0
31290,76,193,127,109,33.1,6.1,13.5,0.45,4.8,9.9,0.49,1.2,3.6,0.45,5.1,6.4,0.8029999999999999,5.3,1.5,0.2,18.5,0.9,3.8,4.7,2.2,1,0,0,1
31301,83,220,63,34,23.3,3.7,7.8,0.477,3.2,5.6,0.561,0.6,2.2,0.477,2.3,3.1,0.747,0.8,0.3,1.9,10.4,1.9,4.9,6.8,1.5,1,0,1,0
31448,79,210,87,83,32.1,5.4,13.0,0.412,3.3,7.5,0.439,2.1,5.5,0.412,2.6,4.0,0.648,2.1,1.1,0.6,15.4,1.4,4.2,5.6,2.3,1,0,1,0
31449,75,210,85,85,35.7,5.5,13.6,0.405,3.3,7.4,0.451,2.2,6.3,0.405,4.4,5.7,0.7759999999999999,2.4,0.9,0.6,17.6,1.3,3.8,5.1,2.3,1,0,0,1
31450,81,205,37,37,27.4,6.2,9.5,0.6459999999999999,6.2,9.5,0.6459999999999999,0.0,0.0,0.6459999999999999,2.4,4.2,0.5670000000000001,1.0,1.0,1.8,14.7,2.1,4.1,6.2,1.6,1,0,1,0
31459,80,226,123,116,27.0,4.8,9.8,0.489,4.6,8.9,0.515,0.2,0.9,0.489,3.2,4.8,0.662,1.2,0.8,1.3,13.0,2.4,4.8,7.2,2.5,1,0,1,0
31460,73,209,110,94,31.3,4.3,9.4,0.459,3.2,6.0,0.526,1.2,3.4,0.459,2.7,3.6,0.748,4.0,1.3,0.1,12.4,0.4,2.5,2.9,2.4,1,0,0,1
31469,77,178,68,68,34.8,5.0,9.3,0.535,4.4,7.5,0.594,0.6,1.9,0.535,4.5,5.5,0.8140000000000001,5.2,2.3,1.1,15.0,1.1,4.7,5.8,2.2,1,0,0,1
31496,80,225,71,52,24.1,4.4,8.0,0.555,4.4,7.7,0.565,0.0,0.2,0.555,1.5,2.5,0.591,2.0,1.2,1.3,10.4,2.1,4.2,6.3,2.2,1,0,1,0
31542,77,205,35,27,30.3,5.7,12.8,0.443,5.4,11.2,0.483,0.3,1.6,0.443,4.4,7.5,0.583,3.7,1.9,0.4,16.0,2.3,2.7,5.0,3.8,1,0,0,1
31688,78,215,40,39,32.4,4.6,11.3,0.407,2.5,5.4,0.47,2.1,5.9,0.407,3.1,4.4,0.706,1.7,0.8,0.2,14.3,1.0,3.3,4.3,1.9,1,0,0,1
31694,72,180,29,10,13.5,1.4,3.7,0.377,0.8,2.0,0.407,0.6,1.6,0.377,0.5,0.7,0.737,0.6,0.6,0.1,3.8,0.6,1.2,1.8,0.7,1,0,0,1
31695,78,230,23,1,6.5,0.5,1.6,0.324,0.5,1.6,0.333,0.0,0.0,0.324,0.3,1.0,0.273,0.2,0.1,0.3,1.3,0.5,0.6,1.1,0.6,1,0,1,0
31696,74,185,132,115,32.8,5.9,13.0,0.453,3.7,7.4,0.501,2.2,5.6,0.453,3.5,3.9,0.8859999999999999,2.7,1.0,0.1,17.5,0.6,3.0,3.6,1.7,1,0,0,1
31719,78,200,96,90,31.1,5.8,11.9,0.484,4.8,9.2,0.518,1.0,2.7,0.484,3.0,3.9,0.764,1.4,0.8,0.3,15.5,1.7,3.3,5.1,2.1,1,0,1,0
31726,78,220,143,78,25.5,5.0,10.1,0.498,4.2,7.8,0.539,0.8,2.3,0.498,2.4,3.4,0.6920000000000001,1.0,0.8,0.8,13.2,1.8,3.2,5.0,1.9,1,0,1,0
31731,80,220,31,31,29.6,5.7,11.9,0.478,4.5,8.9,0.498,1.3,3.0,0.478,1.7,2.3,0.743,2.0,1.3,0.4,14.4,2.3,2.5,4.9,2.2,1,0,1,0
31801,84,240,72,72,29.0,5.5,9.4,0.5920000000000001,5.5,9.3,0.594,0.0,0.0,0.5920000000000001,5.0,6.6,0.7559999999999999,1.3,1.2,1.2,16.1,2.6,4.7,7.3,2.0,1,0,1,0
31802,83,245,128,32,13.2,1.5,3.7,0.417,0.7,1.4,0.511,0.8,2.3,0.417,0.3,0.5,0.574,0.6,0.2,0.3,4.2,0.8,1.7,2.5,0.6,1,0,1,0
31803,84,250,117,75,23.0,4.7,8.6,0.5429999999999999,4.7,8.6,0.544,0.0,0.0,0.5429999999999999,3.5,4.5,0.775,0.6,0.7,1.1,12.8,2.7,4.0,6.7,1.4,1,0,1,0
21069,80,212,32,5,12.8,1.5,3.4,0.431,0.9,1.7,0.528,0.6,1.8,0.431,0.2,0.3,0.545,0.4,0.2,0.3,3.7,0.4,1.4,1.8,0.6,0,0,1,0
4837,77,230,77,9,10.0,0.7,2.0,0.358,0.7,1.8,0.3720000000000001,0.0,0.2,0.358,0.5,0.9,0.58,0.2,0.2,0.1,2.0,0.8,1.0,1.8,0.3,0,0,0,1
4448,75,190,22,0,4.7,0.5,1.2,0.385,0.4,0.8,0.5,0.0,0.4,0.385,0.2,0.3,0.5710000000000001,0.6,0.2,0.1,1.1,0.2,0.4,0.5,0.5,0,0,0,1
21792,80,260,78,78,30.3,4.9,9.0,0.547,4.9,9.0,0.547,0.0,0.0,0.547,1.8,3.3,0.556,1.2,0.6,0.9,11.7,2.2,3.8,6.1,2.1,0,0,1,0
8359,79,215,14,1,5.6,0.4,0.9,0.5,0.4,0.9,0.5,0.0,0.0,0.5,0.1,0.4,0.2,0.1,0.1,0.1,0.9,0.4,0.8,1.1,0.2,0,0,1,0
8389,84,245,60,27,12.6,1.0,2.1,0.457,1.0,2.1,0.457,0.0,0.0,0.457,0.7,1.7,0.422,0.3,0.1,0.6,2.7,1.0,1.8,2.8,0.9,0,1,0,0
